COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
INORGANIC CHEMICALS,GEORGIA,KGS,1075966,0.3
INORGANIC CHEMICALS,GERMANY,KGS,15578841,21.13
INORGANIC CHEMICALS,GHANA,KGS,11329427,4.18
INORGANIC CHEMICALS,GREECE,KGS,1434827,1.11
INORGANIC CHEMICALS,GRENADA,KGS,195,0
INORGANIC CHEMICALS,GUAM,KGS,295392,0.46
INORGANIC CHEMICALS,GUATEMALA,KGS,4366335,1.15
INORGANIC CHEMICALS,GUINEA,KGS,2242414,0.8
INORGANIC CHEMICALS,GUINEA BISSAU,KGS,51685,0.11
INORGANIC CHEMICALS,GUYANA,KGS,133252,0.2
INORGANIC CHEMICALS,HAITI,KGS,135200,0.1
INORGANIC CHEMICALS,HONDURAS,KGS,1056847,0.35
INORGANIC CHEMICALS,HONG KONG,KGS,114037,0.46
INORGANIC CHEMICALS,HUNGARY,KGS,341,0.01
INORGANIC CHEMICALS,ICELAND,KGS,150,0
INORGANIC CHEMICALS,INDONESIA,KGS,91211600,46.9
INORGANIC CHEMICALS,IRAN,KGS,8245823,19.83
INORGANIC CHEMICALS,IRAQ,KGS,2347317,0.96
INORGANIC CHEMICALS,IRELAND,KGS,114043,0.18
INORGANIC CHEMICALS,ISRAEL,KGS,4489565,2.95
INORGANIC CHEMICALS,ITALY,KGS,16912983,15.89
INORGANIC CHEMICALS,JAMAICA,KGS,297476,0.15
INORGANIC CHEMICALS,JAPAN,KGS,21219657,28.78
INORGANIC CHEMICALS,JORDAN,KGS,2420469,1.35
INORGANIC CHEMICALS,KAZAKHSTAN,KGS,12611,0.39
INORGANIC CHEMICALS,KENYA,KGS,45640151,15.75
INORGANIC CHEMICALS,KOREA DP RP,KGS,555,0.02
INORGANIC CHEMICALS,KOREA RP,KGS,21000536,25.54
INORGANIC CHEMICALS,KUWAIT,KGS,10949736,2.43
INORGANIC CHEMICALS,KYRGHYZSTAN,KGS,1060,0.02
INORGANIC CHEMICALS,LAO PD RP,KGS,3721,0.05
INORGANIC CHEMICALS,LATVIA,KGS,1515411,2.56
INORGANIC CHEMICALS,LEBANON,KGS,678772,0.53
INORGANIC CHEMICALS,LESOTHO,KGS,38552,0.02
INORGANIC CHEMICALS,LIBERIA,KGS,486722,0.44
INORGANIC CHEMICALS,LIBYA,KGS,42026,0.01
INORGANIC CHEMICALS,LIECHTENSTEIN,KGS,1,0
INORGANIC CHEMICALS,LITHUANIA,KGS,595070,0.11
INORGANIC CHEMICALS,MACEDONIA,KGS,154,0
INORGANIC CHEMICALS,MADAGASCAR,KGS,1746318,0.82
INORGANIC CHEMICALS,MALAWI,KGS,1908247,0.93
INORGANIC CHEMICALS,MALAYSIA,KGS,90152947,30.68
INORGANIC CHEMICALS,MALDIVES,KGS,79812,0.24
INORGANIC CHEMICALS,MALI,KGS,296567,0.1
INORGANIC CHEMICALS,MALTA,KGS,9103,0.02
INORGANIC CHEMICALS,MARTINIQUE,KGS,48000,0.01
INORGANIC CHEMICALS,MAURITANIA,KGS,228797,0.16
INORGANIC CHEMICALS,MAURITIUS,KGS,1961464,0.8
INORGANIC CHEMICALS,MEXICO,KGS,5480801,9.7
INORGANIC CHEMICALS,MICRONESIA,KGS,390,0
INORGANIC CHEMICALS,MOLDOVA,KGS,51186,0.11
INORGANIC CHEMICALS,MONGOLIA,KGS,995,0.04
INORGANIC CHEMICALS,MOROCCO,KGS,18827415,1.15
INORGANIC CHEMICALS,MOZAMBIQUE,KGS,12061422,4.81
INORGANIC CHEMICALS,MYANMAR,KGS,27640484,7.28
INORGANIC CHEMICALS,NAMIBIA,KGS,54200,0.19
INORGANIC CHEMICALS,NEPAL,KGS,82204472,23.34
INORGANIC CHEMICALS,NETHERLAND,KGS,19364359,17.88
INORGANIC CHEMICALS,NETHERLANDANTIL,KGS,26612,0.01
INORGANIC CHEMICALS,NEW CALEDONIA,KGS,100800,0.01
INORGANIC CHEMICALS,NEW ZEALAND,KGS,3910999,1.76
INORGANIC CHEMICALS,NICARAGUA,KGS,885000,0.24
INORGANIC CHEMICALS,NIGER,KGS,105203,0.04
INORGANIC CHEMICALS,NIGERIA,KGS,25324752,14.3
INORGANIC CHEMICALS,NORWAY,KGS,667750,0.32
INORGANIC CHEMICALS,OMAN,KGS,21067229,5.36
INORGANIC CHEMICALS,PAKISTAN IR,KGS,8789212,6.77
INORGANIC CHEMICALS,PANAMA REPUBLIC,KGS,611821,0.13
INORGANIC CHEMICALS,PAPUA N GNA,KGS,185044,0.06
INORGANIC CHEMICALS,PARAGUAY,KGS,649234,0.28
INORGANIC CHEMICALS,PERU,KGS,2518761,1.8
INORGANIC CHEMICALS,PHILIPPINES,KGS,22333981,10.52
INORGANIC CHEMICALS,POLAND,KGS,8422268,8.04
INORGANIC CHEMICALS,PORTUGAL,KGS,1975504,1.79
INORGANIC CHEMICALS,PUERTO RICO,KGS,5340278,1.89
INORGANIC CHEMICALS,QATAR,KGS,19744775,5.34
INORGANIC CHEMICALS,REUNION,KGS,96467,0.02
INORGANIC CHEMICALS,ROMANIA,KGS,557892,0.37
INORGANIC CHEMICALS,RUSSIA,KGS,10642176,16.52
INORGANIC CHEMICALS,RWANDA,KGS,472251,0.26
INORGANIC CHEMICALS,SAUDI ARAB,KGS,43943892,40.53
INORGANIC CHEMICALS,SENEGAL,KGS,4858590,2.05
INORGANIC CHEMICALS,SERBIA,KGS,292906,1.41
INORGANIC CHEMICALS,SEYCHELLES,KGS,120804,0.05
INORGANIC CHEMICALS,SIERRA LEONE,KGS,133052,0.07
INORGANIC CHEMICALS,SINGAPORE,KGS,12435659,5.61
INORGANIC CHEMICALS,SLOVAK REP,KGS,96401,0.15
INORGANIC CHEMICALS,SLOVENIA,KGS,305906,0.64
INORGANIC CHEMICALS,SOMALIA,KGS,1009100,0.28
INORGANIC CHEMICALS,SOUTH AFRICA,KGS,68554302,27.34
INORGANIC CHEMICALS,SOUTH SUDAN,KGS,2500,0.01
INORGANIC CHEMICALS,SPAIN,KGS,21383514,15.9
INORGANIC CHEMICALS,SRI LANKA DSR,KGS,71382594,39.97
INORGANIC CHEMICALS,SUDAN,KGS,16693559,4.01
INORGANIC CHEMICALS,SURINAME,KGS,14,0
INORGANIC CHEMICALS,SWAZILAND,KGS,42001,0.08
INORGANIC CHEMICALS,SWEDEN,KGS,846861,0.88
INORGANIC CHEMICALS,SWITZERLAND,KGS,1287675,2.34
INORGANIC CHEMICALS,SYRIA,KGS,178220,0.18
INORGANIC CHEMICALS,TAIWAN,KGS,6610264,9.56
INORGANIC CHEMICALS,TAJIKISTAN,KGS,162,0.01
INORGANIC CHEMICALS,TANZANIA REP,KGS,52256708,12.67
INORGANIC CHEMICALS,THAILAND,KGS,39325441,35.96
INORGANIC CHEMICALS,TIMOR-LESTE,KGS,4,0
INORGANIC CHEMICALS,TOGO,KGS,2275041,0.79
INORGANIC CHEMICALS,TRINIDAD,KGS,227439,0.07
INORGANIC CHEMICALS,TUNISIA,KGS,1166170,0.32
INORGANIC CHEMICALS,TURKEY,KGS,19401294,24.52
INORGANIC CHEMICALS,TURKMENISTAN,KGS,47800,0.05
INORGANIC CHEMICALS,U ARAB EMTS,KGS,83281430,48.13
INORGANIC CHEMICALS,U K,KGS,16619257,15.66
INORGANIC CHEMICALS,U S A,KGS,78688413,103.56
INORGANIC CHEMICALS,UGANDA,KGS,16375569,5.32
INORGANIC CHEMICALS,UKRAINE,KGS,816636,1.87
INORGANIC CHEMICALS,UNSPECIFIED,KGS,18311,0.01
INORGANIC CHEMICALS,URUGUAY,KGS,1077405,1.13
INORGANIC CHEMICALS,UZBEKISTAN,KGS,53286,0.33
INORGANIC CHEMICALS,VENEZUELA,KGS,638187,0.28
INORGANIC CHEMICALS,VIETNAM SOC REP,KGS,76435041,46.73
INORGANIC CHEMICALS,YEMEN REPUBLC,KGS,2372341,0.72
INORGANIC CHEMICALS,ZAMBIA,KGS,2021388,0.93
INORGANIC CHEMICALS,ZIMBABWE,KGS,548558,0.22
ORGANIC CHEMICALS,AFGHANISTAN,KGS,33377,0.11
ORGANIC CHEMICALS,ALBANIA,KGS,206,0.02
ORGANIC CHEMICALS,ALGERIA,KGS,2617412,9.72
ORGANIC CHEMICALS,ANGOLA,KGS,530085,0.78
ORGANIC CHEMICALS,ANTIGUA,KGS,9,0
ORGANIC CHEMICALS,ARGENTINA,KGS,3983972,23.71
ORGANIC CHEMICALS,ARMENIA,KGS,3450,0.04
ORGANIC CHEMICALS,AUSTRALIA,KGS,7587507,15.04
ORGANIC CHEMICALS,AUSTRIA,KGS,893340,5.78
ORGANIC CHEMICALS,AZERBAIJAN,KGS,1690,0.03
ORGANIC CHEMICALS,BAHARAIN IS,KGS,1406889,3.04
ORGANIC CHEMICALS,BANGLADESH PR,KGS,21771188,63.47
ORGANIC CHEMICALS,BARBADOS,KGS,1750,0.03
ORGANIC CHEMICALS,BELARUS,KGS,72982,1.15
ORGANIC CHEMICALS,BELGIUM,KGS,227127491,215.93
ORGANIC CHEMICALS,BELIZE,KGS,10,0
ORGANIC CHEMICALS,BENIN,KGS,99456,0.18
ORGANIC CHEMICALS,BHUTAN,KGS,215853,0.49
ORGANIC CHEMICALS,BOLIVIA,KGS,86421,0.25
ORGANIC CHEMICALS,BOSNIA-HRZGOVIN,KGS,1507,0.21
ORGANIC CHEMICALS,BOTSWANA,KGS,381,0
ORGANIC CHEMICALS,BRAZIL,KGS,23641368,169.34
ORGANIC CHEMICALS,BRUNEI,KGS,241623,0.3
ORGANIC CHEMICALS,BULGARIA,KGS,187277,1.39
ORGANIC CHEMICALS,BURKINA FASO,KGS,10910,0.04
ORGANIC CHEMICALS,BURUNDI,KGS,26468,0.07
ORGANIC CHEMICALS,CAMBODIA,KGS,235836,0.62
ORGANIC CHEMICALS,CAMEROON,KGS,212305,0.4
ORGANIC CHEMICALS,CANADA,KGS,3004264,35.46
ORGANIC CHEMICALS,CHILE,KGS,1250802,5.17
ORGANIC CHEMICALS,CHINA P RP,KGS,1945566090,1899.67
ORGANIC CHEMICALS,COLOMBIA,KGS,4909507,30.36
ORGANIC CHEMICALS,COMOROS,KGS,350,0
ORGANIC CHEMICALS,CONGO D. REP.,KGS,684342,1.24
ORGANIC CHEMICALS,CONGO P REP,KGS,840,0.01
ORGANIC CHEMICALS,COSTA RICA,KGS,498563,1.13
ORGANIC CHEMICALS,COTE D' IVOIRE,KGS,1697326,2.06
ORGANIC CHEMICALS,CROATIA,KGS,51727,4.12
ORGANIC CHEMICALS,CUBA,KGS,148854,0.54
ORGANIC CHEMICALS,CYPRUS,KGS,51210,11.25
ORGANIC CHEMICALS,CZECH REPUBLIC,KGS,513097,6.53
ORGANIC CHEMICALS,DENMARK,KGS,242023,5.44
ORGANIC CHEMICALS,DJIBOUTI,KGS,247751,0.31
ORGANIC CHEMICALS,DOMINIC REP,KGS,492289,0.97
ORGANIC CHEMICALS,DOMINICA,KGS,100,0
ORGANIC CHEMICALS,ECUADOR,KGS,779716,3.04
ORGANIC CHEMICALS,EGYPT A RP,KGS,31482483,65.98
ORGANIC CHEMICALS,EL SALVADOR,KGS,169857,1.15
ORGANIC CHEMICALS,EQUTL GUINEA,KGS,10,0
ORGANIC CHEMICALS,ERITREA,KGS,7,0
ORGANIC CHEMICALS,ESTONIA,KGS,560730,1.93
ORGANIC CHEMICALS,ETHIOPIA,KGS,3525838,5.13
ORGANIC CHEMICALS,FIJI IS,KGS,63437,0.59
ORGANIC CHEMICALS,FINLAND,KGS,426963,5.74
ORGANIC CHEMICALS,FRANCE,KGS,11063056,74.52
ORGANIC CHEMICALS,GABON,KGS,201014,0.22
ORGANIC CHEMICALS,GAMBIA,KGS,103484,0.2
ORGANIC CHEMICALS,GEORGIA,KGS,259897,0.42
ORGANIC CHEMICALS,GERMANY,KGS,31006969,243.06
ORGANIC CHEMICALS,GHANA,KGS,1712543,5.07
ORGANIC CHEMICALS,GREECE,KGS,2013009,7.02
ORGANIC CHEMICALS,GUATEMALA,KGS,561373,3.42
ORGANIC CHEMICALS,GUINEA,KGS,161821,0.21
ORGANIC CHEMICALS,GUINEA BISSAU,KGS,45,0
ORGANIC CHEMICALS,GUYANA,KGS,19108,0.17
ORGANIC CHEMICALS,HAITI,KGS,30927,0.05
ORGANIC CHEMICALS,HONDURAS,KGS,38985,0.35
ORGANIC CHEMICALS,HONG KONG,KGS,3135830,7.08
ORGANIC CHEMICALS,HUNGARY,KGS,190476,16.95
ORGANIC CHEMICALS,ICELAND,KGS,1500,0.02
ORGANIC CHEMICALS,INDONESIA,KGS,467753238,425.04
ORGANIC CHEMICALS,IRAN,KGS,39919901,97.57
ORGANIC CHEMICALS,IRAQ,KGS,832659,2.33
ORGANIC CHEMICALS,IRELAND,KGS,772871,33.06
ORGANIC CHEMICALS,ISRAEL,KGS,8679143,34.87
ORGANIC CHEMICALS,ITALY,KGS,39919915,110.79
ORGANIC CHEMICALS,JAMAICA,KGS,1254,0.03
ORGANIC CHEMICALS,JAPAN,KGS,26784623,219.3
ORGANIC CHEMICALS,JORDAN,KGS,2757411,8.89
ORGANIC CHEMICALS,KAZAKHSTAN,KGS,22506,0.13
ORGANIC CHEMICALS,KENYA,KGS,13330716,15.84
ORGANIC CHEMICALS,KOREA DP RP,KGS,194416,0.3
ORGANIC CHEMICALS,KOREA RP,KGS,95151608,168.91
ORGANIC CHEMICALS,KUWAIT,KGS,58426472,44.27
ORGANIC CHEMICALS,KYRGHYZSTAN,KGS,19880,0.03
ORGANIC CHEMICALS,LAO PD RP,KGS,32943,0.11
ORGANIC CHEMICALS,LATVIA,KGS,422811,1.53
ORGANIC CHEMICALS,LEBANON,KGS,1696110,4.47
ORGANIC CHEMICALS,LIBERIA,KGS,206902,0.34
ORGANIC CHEMICALS,LIBYA,KGS,613918,0.92
ORGANIC CHEMICALS,LITHUANIA,KGS,1042778,1.71
ORGANIC CHEMICALS,LUXEMBOURG,KGS,10,0
ORGANIC CHEMICALS,MACEDONIA,KGS,22463,1.29
ORGANIC CHEMICALS,MADAGASCAR,KGS,689446,0.72
ORGANIC CHEMICALS,MALAWI,KGS,264211,0.43
ORGANIC CHEMICALS,MALAYSIA,KGS,579970552,485.41
ORGANIC CHEMICALS,MALDIVES,KGS,76099,0.12
ORGANIC CHEMICALS,MALI,KGS,138,0
ORGANIC CHEMICALS,MALTA,KGS,16551,4.22
ORGANIC CHEMICALS,MARTINIQUE,KGS,220,0
ORGANIC CHEMICALS,MAURITANIA,KGS,61544,0.12
ORGANIC CHEMICALS,MAURITIUS,KGS,696200,0.68
ORGANIC CHEMICALS,MEXICO,KGS,32566004,124.03
ORGANIC CHEMICALS,MOLDOVA,KGS,1258,0.1
ORGANIC CHEMICALS,MONGOLIA,KGS,60,0
ORGANIC CHEMICALS,MONTENEGRO,KGS,1080,0.04
ORGANIC CHEMICALS,MOROCCO,KGS,5112676,9.87
ORGANIC CHEMICALS,MOZAMBIQUE,KGS,706831,1.1
ORGANIC CHEMICALS,MYANMAR,KGS,1773948,2.49
ORGANIC CHEMICALS,NEPAL,KGS,23123421,19.25
ORGANIC CHEMICALS,NETHERLAND,KGS,103284710,226.27
ORGANIC CHEMICALS,NETHERLANDANTIL,KGS,30,0
ORGANIC CHEMICALS,NEW ZEALAND,KGS,448953,1.65
ORGANIC CHEMICALS,NICARAGUA,KGS,21870,0.13
ORGANIC CHEMICALS,NIGER,KGS,22342,0.17
ORGANIC CHEMICALS,NIGERIA,KGS,15928168,23.14
ORGANIC CHEMICALS,NORWAY,KGS,2122325,9.11
ORGANIC CHEMICALS,OMAN,KGS,74007160,59.89
ORGANIC CHEMICALS,PAKISTAN IR,KGS,138515149,160.39
ORGANIC CHEMICALS,PANAMA REPUBLIC,KGS,40713,0.35
ORGANIC CHEMICALS,PAPUA N GNA,KGS,50,0
ORGANIC CHEMICALS,PARAGUAY,KGS,247944,1.41
ORGANIC CHEMICALS,PERU,KGS,1134673,7.18
ORGANIC CHEMICALS,PHILIPPINES,KGS,6288882,10.32
ORGANIC CHEMICALS,PITCAIRN IS.,KGS,16000,0
ORGANIC CHEMICALS,POLAND,KGS,1011224,30.33
ORGANIC CHEMICALS,PORTUGAL,KGS,46091789,41.03
ORGANIC CHEMICALS,PUERTO RICO,KGS,370813,9.73
ORGANIC CHEMICALS,QATAR,KGS,81754758,64.38
ORGANIC CHEMICALS,REUNION,KGS,919,0.04
ORGANIC CHEMICALS,ROMANIA,KGS,5424365,7.36
ORGANIC CHEMICALS,RUSSIA,KGS,15507808,43.78
ORGANIC CHEMICALS,RWANDA,KGS,92732,0.13
ORGANIC CHEMICALS,SAUDI ARAB,KGS,759837490,521.93
ORGANIC CHEMICALS,SENEGAL,KGS,1031210,1.49
ORGANIC CHEMICALS,SERBIA,KGS,357374,5.73
ORGANIC CHEMICALS,SEYCHELLES,KGS,2378,0.01
ORGANIC CHEMICALS,SIERRA LEONE,KGS,6333,0.04
ORGANIC CHEMICALS,SINGAPORE,KGS,141123953,173.93
ORGANIC CHEMICALS,SLOVAK REP,KGS,143582,0.87
ORGANIC CHEMICALS,SLOVENIA,KGS,622015,18.72
ORGANIC CHEMICALS,SOLOMON IS,KGS,200,0
ORGANIC CHEMICALS,SOMALIA,KGS,1048080,1.65
ORGANIC CHEMICALS,SOUTH AFRICA,KGS,32118424,34.79
ORGANIC CHEMICALS,SPAIN,KGS,229646360,272.6
ORGANIC CHEMICALS,SRI LANKA DSR,KGS,8350058,15.62
ORGANIC CHEMICALS,ST KITT N A,KGS,16,0
ORGANIC CHEMICALS,STATE OF PALESTINE,KGS,131,0.05
ORGANIC CHEMICALS,SUDAN,KGS,1681721,3.24
ORGANIC CHEMICALS,SURINAME,KGS,4112,0.03
ORGANIC CHEMICALS,SWAZILAND,KGS,56001,0.53
ORGANIC CHEMICALS,SWEDEN,KGS,1366741,9.5
ORGANIC CHEMICALS,SWITZERLAND,KGS,25642940,189.42
ORGANIC CHEMICALS,SYRIA,KGS,1832924,3.3
ORGANIC CHEMICALS,TAIWAN,KGS,118513921,129.66
ORGANIC CHEMICALS,TAJIKISTAN,KGS,3600,0.01
ORGANIC CHEMICALS,TANZANIA REP,KGS,7407715,9.53
ORGANIC CHEMICALS,THAILAND,KGS,123828835,142.01
ORGANIC CHEMICALS,TOGO,KGS,677502,0.77
ORGANIC CHEMICALS,TRINIDAD,KGS,58366,0.44
ORGANIC CHEMICALS,TUNISIA,KGS,4357205,6.65
ORGANIC CHEMICALS,TURKEY,KGS,40889705,97.85
ORGANIC CHEMICALS,TURKMENISTAN,KGS,28081,0.12
ORGANIC CHEMICALS,U ARAB EMTS,KGS,250988739,211.68
ORGANIC CHEMICALS,U K,KGS,10947025,69.4
ORGANIC CHEMICALS,U S A,KGS,301381349,913.71
ORGANIC CHEMICALS,UGANDA,KGS,2815173,4.39
ORGANIC CHEMICALS,UKRAINE,KGS,989712,3.31
ORGANIC CHEMICALS,UNSPECIFIED,KGS,1635,0.02
ORGANIC CHEMICALS,URUGUAY,KGS,230414,2.86
ORGANIC CHEMICALS,UZBEKISTAN,KGS,233500,0.58
ORGANIC CHEMICALS,VENEZUELA,KGS,291522,0.39
ORGANIC CHEMICALS,VIETNAM SOC REP,KGS,10044305,25.32
ORGANIC CHEMICALS,YEMEN REPUBLC,KGS,494692,1.34
ORGANIC CHEMICALS,ZAMBIA,KGS,371035,0.67
ORGANIC CHEMICALS,ZIMBABWE,KGS,5247,0.04
OTHER MISCELLAENIOUS CHEMICALS,AFGHANISTAN,KGS,26666,0.04
OTHER MISCELLAENIOUS CHEMICALS,ALBANIA,KGS,75,0.01
OTHER MISCELLAENIOUS CHEMICALS,ALGERIA,KGS,46091,1.24
OTHER MISCELLAENIOUS CHEMICALS,ANGOLA,KGS,245,0
OTHER MISCELLAENIOUS CHEMICALS,ARGENTINA,KGS,406328,4.71
OTHER MISCELLAENIOUS CHEMICALS,AUSTRALIA,KGS,1625407,4.49
OTHER MISCELLAENIOUS CHEMICALS,AUSTRIA,KGS,162873,2.75
OTHER MISCELLAENIOUS CHEMICALS,BAHAMAS,KGS,0,0
OTHER MISCELLAENIOUS CHEMICALS,BAHARAIN IS,KGS,23567,0.05
OTHER MISCELLAENIOUS CHEMICALS,BANGLADESH PR,KGS,7366318,8.24
OTHER MISCELLAENIOUS CHEMICALS,BELARUS,KGS,93636,1.05
OTHER MISCELLAENIOUS CHEMICALS,BELGIUM,KGS,5963654,25.64
OTHER MISCELLAENIOUS CHEMICALS,BENIN,KGS,10000,0.02
OTHER MISCELLAENIOUS CHEMICALS,BHUTAN,KGS,34984,0.1
OTHER MISCELLAENIOUS CHEMICALS,BOLIVIA,KGS,1760,0.02
OTHER MISCELLAENIOUS CHEMICALS,BOSNIA-HRZGOVIN,KGS,20,0.01
OTHER MISCELLAENIOUS CHEMICALS,BOTSWANA,KGS,4,0
OTHER MISCELLAENIOUS CHEMICALS,BRAZIL,KGS,4004421,22.79
OTHER MISCELLAENIOUS CHEMICALS,BRUNEI,KGS,352000,0.48
OTHER MISCELLAENIOUS CHEMICALS,BULGARIA,KGS,26318,14.5
OTHER MISCELLAENIOUS CHEMICALS,BURKINA FASO,KGS,499500,0.95
OTHER MISCELLAENIOUS CHEMICALS,BURUNDI,KGS,27003,0.04
OTHER MISCELLAENIOUS CHEMICALS,CAMBODIA,KGS,21425,0.04
OTHER MISCELLAENIOUS CHEMICALS,CAMEROON,KGS,3,0
OTHER MISCELLAENIOUS CHEMICALS,CANADA,KGS,2122257,12.66
OTHER MISCELLAENIOUS CHEMICALS,CHAD,KGS,50,0
OTHER MISCELLAENIOUS CHEMICALS,CHILE,KGS,261259,1.07
OTHER MISCELLAENIOUS CHEMICALS,CHINA P RP,KGS,9203034,54.17
OTHER MISCELLAENIOUS CHEMICALS,COLOMBIA,KGS,825861,3.03
OTHER MISCELLAENIOUS CHEMICALS,CONGO D. REP.,KGS,37325,0.18
OTHER MISCELLAENIOUS CHEMICALS,CONGO P REP,KGS,1,0
OTHER MISCELLAENIOUS CHEMICALS,COSTA RICA,KGS,16977,0.06
OTHER MISCELLAENIOUS CHEMICALS,COTE D' IVOIRE,KGS,51575,0.11
OTHER MISCELLAENIOUS CHEMICALS,CROATIA,KGS,110976,3.26
OTHER MISCELLAENIOUS CHEMICALS,CUBA,KGS,2533,0.22
OTHER MISCELLAENIOUS CHEMICALS,CYPRUS,KGS,6659,1.88
OTHER MISCELLAENIOUS CHEMICALS,CZECH REPUBLIC,KGS,568289,2.66
OTHER MISCELLAENIOUS CHEMICALS,DENMARK,KGS,22985,0.99
OTHER MISCELLAENIOUS CHEMICALS,DJIBOUTI,KGS,1200,0
OTHER MISCELLAENIOUS CHEMICALS,DOMINIC REP,KGS,681057,1.2
OTHER MISCELLAENIOUS CHEMICALS,ECUADOR,KGS,470284,0.85
OTHER MISCELLAENIOUS CHEMICALS,EGYPT A RP,KGS,1196287,7.45
OTHER MISCELLAENIOUS CHEMICALS,EL SALVADOR,KGS,1621,0.08
OTHER MISCELLAENIOUS CHEMICALS,EQUTL GUINEA,KGS,1000,0
OTHER MISCELLAENIOUS CHEMICALS,ERITREA,KGS,7,0
OTHER MISCELLAENIOUS CHEMICALS,ESTONIA,KGS,1501330,3.37
OTHER MISCELLAENIOUS CHEMICALS,ETHIOPIA,KGS,636862,0.36
OTHER MISCELLAENIOUS CHEMICALS,FIJI IS,KGS,4001,0.03
OTHER MISCELLAENIOUS CHEMICALS,FINLAND,KGS,491950,1.04
OTHER MISCELLAENIOUS CHEMICALS,FRANCE,KGS,5760357,34.17
OTHER MISCELLAENIOUS CHEMICALS,GABON,KGS,102,0
OTHER MISCELLAENIOUS CHEMICALS,GAMBIA,KGS,250,0
OTHER MISCELLAENIOUS CHEMICALS,GEORGIA,KGS,189828,0.36
OTHER MISCELLAENIOUS CHEMICALS,GERMANY,KGS,11736372,63.36
OTHER MISCELLAENIOUS CHEMICALS,GHANA,KGS,1443343,2.82
OTHER MISCELLAENIOUS CHEMICALS,GREECE,KGS,114092,4.67
OTHER MISCELLAENIOUS CHEMICALS,GUATEMALA,KGS,156073,0.61
OTHER MISCELLAENIOUS CHEMICALS,GUINEA,KGS,620450,1.06
OTHER MISCELLAENIOUS CHEMICALS,GUYANA,KGS,66200,0.11
OTHER MISCELLAENIOUS CHEMICALS,HAITI,KGS,6,0
OTHER MISCELLAENIOUS CHEMICALS,HONDURAS,KGS,152052,0.37
OTHER MISCELLAENIOUS CHEMICALS,HONG KONG,KGS,133999,1.18
OTHER MISCELLAENIOUS CHEMICALS,HUNGARY,KGS,91077,2.93
OTHER MISCELLAENIOUS CHEMICALS,ICELAND,KGS,544,0.15
OTHER MISCELLAENIOUS CHEMICALS,INDONESIA,KGS,10514409,8.07
OTHER MISCELLAENIOUS CHEMICALS,IRAN,KGS,1630769,15.86
OTHER MISCELLAENIOUS CHEMICALS,IRAQ,KGS,3323,0.12
OTHER MISCELLAENIOUS CHEMICALS,IRELAND,KGS,336305,9.03
OTHER MISCELLAENIOUS CHEMICALS,ISRAEL,KGS,2196950,7.76
OTHER MISCELLAENIOUS CHEMICALS,ITALY,KGS,5251611,51.85
OTHER MISCELLAENIOUS CHEMICALS,JAMAICA,KGS,400,0
OTHER MISCELLAENIOUS CHEMICALS,JAPAN,KGS,14414749,59.47
OTHER MISCELLAENIOUS CHEMICALS,JORDAN,KGS,38619,0.76
OTHER MISCELLAENIOUS CHEMICALS,KAZAKHSTAN,KGS,252006,0.46
OTHER MISCELLAENIOUS CHEMICALS,KENYA,KGS,3084379,1.66
OTHER MISCELLAENIOUS CHEMICALS,KOREA DP RP,KGS,17000,0.11
OTHER MISCELLAENIOUS CHEMICALS,KOREA RP,KGS,14295888,52.86
OTHER MISCELLAENIOUS CHEMICALS,KUWAIT,KGS,81839,0.1
OTHER MISCELLAENIOUS CHEMICALS,KYRGHYZSTAN,KGS,65,0
OTHER MISCELLAENIOUS CHEMICALS,LAO PD RP,KGS,700,0
OTHER MISCELLAENIOUS CHEMICALS,LATVIA,KGS,1120742,2.21
OTHER MISCELLAENIOUS CHEMICALS,LEBANON,KGS,31922,0.77
OTHER MISCELLAENIOUS CHEMICALS,LIBERIA,KGS,50,0
OTHER MISCELLAENIOUS CHEMICALS,LIBYA,KGS,63000,0.14
OTHER MISCELLAENIOUS CHEMICALS,LITHUANIA,KGS,381482,0.66
OTHER MISCELLAENIOUS CHEMICALS,MACAO,KGS,5002,0.02
OTHER MISCELLAENIOUS CHEMICALS,MACEDONIA,KGS,9556,0.53
OTHER MISCELLAENIOUS CHEMICALS,MADAGASCAR,KGS,543,0
OTHER MISCELLAENIOUS CHEMICALS,MALAWI,KGS,3825,0.04
OTHER MISCELLAENIOUS CHEMICALS,MALAYSIA,KGS,7821111,7.38
OTHER MISCELLAENIOUS CHEMICALS,MALDIVES,KGS,18289,0.01
OTHER MISCELLAENIOUS CHEMICALS,MALI,KGS,10000,0.02
OTHER MISCELLAENIOUS CHEMICALS,MALTA,KGS,6265,0.63
OTHER MISCELLAENIOUS CHEMICALS,MAURITANIA,KGS,24000,0.04
OTHER MISCELLAENIOUS CHEMICALS,MAURITIUS,KGS,4899,0.01
OTHER MISCELLAENIOUS CHEMICALS,MEXICO,KGS,5001741,12.44
OTHER MISCELLAENIOUS CHEMICALS,MOLDOVA,KGS,15,0
OTHER MISCELLAENIOUS CHEMICALS,MONGOLIA,KGS,1,0
OTHER MISCELLAENIOUS CHEMICALS,MONTENEGRO,KGS,8000,0.01
OTHER MISCELLAENIOUS CHEMICALS,MOROCCO,KGS,37440,0.75
OTHER MISCELLAENIOUS CHEMICALS,MOZAMBIQUE,KGS,216942,0.32
OTHER MISCELLAENIOUS CHEMICALS,MYANMAR,KGS,37217,0.08
